 Activity, AccelX_5, AccelY_5, AccelZ_5, GyroX_5, GyroY_5, GyroZ_5
0,-1.096056,5.748528,7.326637,-0.157783,0.364938,0.214159
0,-1.078253,5.80635,7.403939,-0.180209,0.346189,0.220858
0,-1.059551,5.892781,7.45283,-0.200574,0.331929,0.216031
0,-0.924497,6.066025,7.44608,-0.237691,0.307399,0.202025
0,-0.921667,6.080565,7.558951,-0.245269,0.285447,0.190588
0,-0.866458,6.172524,7.539571,-0.23305,0.265146,0.183593
0,-0.885311,6.251883,7.505715,-0.222792,0.25598,0.175695
0,-0.95659,6.255174,7.413072,-0.184074,0.213899,0.185719
0,-0.945779,6.338401,7.27305,-0.158897,0.164239,0.187165
0,-0.965336,6.378853,7.23823,-0.168023,0.138305,0.168598
0,-1.065225,6.39269,7.224701,-0.164986,0.122718,0.140483
0,-1.171649,6.380117,7.159406,-0.187632,0.106954,0.093293
0,-1.26538,6.372215,7.207238,-0.227509,0.10101,0.030352
0,-1.473817,6.32893,7.333675,-0.237772,0.080894,-0.001577
0,-1.679106,6.292244,7.441415,-0.216772,0.061334,0.002085
0,-1.790912,6.197283,7.537984,-0.20047,0.063434,0.004792
0,-1.906201,6.242824,7.538628,-0.183357,0.080836,0.001515
0,-2.01749,6.157201,7.613541,-0.177435,0.095551,0.01711
0,-2.111995,6.116472,7.578547,-0.149431,0.104071,0.039829
0,-2.176317,6.062924,7.603486,-0.136734,0.115114,0.062509
0,-2.223772,6.065222,7.607764,-0.110438,0.124157,0.093206
0,-2.251168,6.031601,7.554344,-0.087253,0.13093,0.121447
0,-2.241351,6.015659,7.596896,-0.08244,0.145025,0.139569
0,-2.257626,6.065611,7.618534,-0.082987,0.162782,0.154317
0,-2.276954,6.051463,7.698,-0.077307,0.168185,0.180659
0,-2.250147,6.075298,7.821037,-0.070622,0.16505,0.195763
0,-2.154063,6.054925,7.936612,-0.054049,0.181536,0.217322
0,-2.092512,6.038425,8.024,-0.031214,0.190965,0.244422
0,-1.953024,6.026379,8.038138,0.006519,0.20419,0.269378
0,-1.826071,6.054341,7.998893,0.034743,0.205189,0.27691
0,-1.690252,6.006616,7.885127,0.062621,0.205699,0.287899
0,-1.555274,5.994392,7.676294,0.09033,0.211083,0.29627
0,-1.457686,6.003041,7.446003,0.100272,0.214957,0.290035
0,-1.370842,6.013535,7.258658,0.082573,0.204368,0.264775
0,-1.324427,6.042745,7.224226,0.053906,0.176096,0.23237
0,-1.356111,6.019547,7.284746,0.032746,0.137473,0.196274
0,-1.361151,6.069815,7.447181,0.015872,0.110366,0.168981
0,-1.362705,6.058078,7.545016,0.002281,0.093383,0.1448
0,-1.421427,6.030863,7.711439,0.001099,0.080505,0.125478
0,-1.465177,6.03244,7.806354,0.013662,0.071645,0.114714
0,-1.497722,5.989181,7.798666,0.028552,0.064777,0.105483
0,-1.545835,5.977365,7.755742,0.040767,0.077643,0.098634
0,-1.613645,5.922205,7.647344,0.047323,0.076099,0.096475
0,-1.639377,5.903086,7.519732,0.038903,0.072669,0.094835
0,-1.661745,5.857302,7.468727,0.036812,0.065854,0.094234
0,-1.740212,5.846971,7.463162,0.017271,0.063455,0.088768
0,-1.728401,5.82063,7.430585,0.003659,0.063222,0.09149
0,-1.787492,5.852239,7.491584,-0.005395,0.057499,0.096435
0,-1.754282,5.918873,7.502224,-0.009263,0.048629,0.09702
0,-1.716689,5.966833,7.507122,-0.014792,0.041136,0.095876
0,-1.687312,6.017607,7.618995,-0.014461,0.033825,0.090174
0,-1.628281,5.998976,7.645559,-0.000603,0.029917,0.08056
0,-1.628457,6.044428,7.639283,0.012227,0.040864,0.077913
0,-1.573465,6.053536,7.587945,0.01689,0.03858,0.063027
0,-1.526011,6.098643,7.549303,0.015041,0.027654,0.041359
0,-1.472811,6.124033,7.569405,0.014762,0.012677,0.016509
0,-1.485351,6.087329,7.550449,0.01324,0.005441,-0.009768
0,-1.49561,6.074439,7.584797,0.015845,0.003182,-0.029327
0,-1.491592,6.038983,7.570938,0.017034,-0.001511,-0.043299
0,-1.479905,5.992248,7.533079,0.019211,-0.015883,-0.052675
0,-1.500559,6.016289,7.515407,0.020059,-0.02523,-0.068406
0,-1.496154,5.980699,7.501737,0.023756,-0.033538,-0.072085
0,-1.504082,6.025465,7.430839,0.020388,-0.038502,-0.077819
0,-1.52492,6.023595,7.425359,0.012307,-0.049102,-0.08514
0,-1.538168,6.026983,7.467613,0.005126,-0.061168,-0.091724
0,-1.55734,6.048582,7.452162,-0.000483,-0.071379,-0.097782
0,-1.594946,6.067363,7.432498,-0.010751,-0.079565,-0.103163
0,-1.606446,6.093381,7.465505,-0.015414,-0.083572,-0.106226
0,-1.636777,6.109526,7.576272,-0.01185,-0.097137,-0.105571
0,-1.650047,6.136853,7.544494,-0.001787,-0.095263,-0.102261
0,-1.671009,6.151179,7.547629,0.007092,-0.095584,-0.095065
0,-1.676341,6.144244,7.501819,0.018505,-0.099704,-0.091795
0,-1.617278,6.157801,7.434849,0.014457,-0.10214,-0.093605
0,-1.641538,6.190975,7.443819,0.007958,-0.1026,-0.105971
0,-1.666678,6.17347,7.476094,0.009559,-0.105086,-0.110666
0,-1.680367,6.202513,7.442948,0.01981,-0.102979,-0.10911
0,-1.701851,6.19271,7.456775,0.018035,-0.110509,-0.119528
0,-1.727494,6.18341,7.406064,0.01961,-0.107011,-0.120504
0,-1.734353,6.168686,7.442506,0.022147,-0.109251,-0.125941
0,-1.764546,6.15253,7.409344,0.025298,-0.102121,-0.127862
0,-1.765273,6.126793,7.421221,0.021909,-0.0918,-0.12906
0,-1.804633,6.121372,7.41211,0.023822,-0.087908,-0.133473
0,-1.878376,6.118126,7.375819,0.022207,-0.085631,-0.128831
0,-1.887455,6.085939,7.340829,0.026113,-0.085921,-0.116077
0,-1.892301,6.103217,7.347552,0.016298,-0.085162,-0.116139
0,-1.878316,6.097013,7.37105,0.007401,-0.076332,-0.114648
0,-1.921442,6.082786,7.381179,0.001307,-0.068359,-0.113886
0,-1.908045,6.075984,7.404999,0.004438,-0.062603,-0.098367
0,-1.902912,6.0881,7.370323,0.003445,-0.058605,-0.092452
0,-1.92337,6.083344,7.367206,-0.005973,-0.052011,-0.084312
0,-1.928833,6.099233,7.374928,0.00015,-0.045141,-0.072699
0,-1.930392,6.096993,7.376371,-0.011087,-0.040017,-0.071199
0,-1.902458,6.135561,7.399811,-0.011139,-0.035688,-0.066004
0,-1.906004,6.076199,7.442268,-0.004684,-0.030133,-0.056364
0,-1.907564,6.183207,7.377775,0.024097,-0.009708,-0.044362
0,-1.812748,6.120624,7.434952,-0.011728,-0.032739,-0.046062
0,-1.847044,6.137971,7.480439,-0.009632,-0.021353,-0.042024
0,-1.851214,6.129086,7.499647,-0.009134,-0.027711,-0.041349
0,-1.799206,6.153152,7.520849,-0.012271,-0.02723,-0.037165
0,-1.825012,6.134707,7.553493,-0.005114,-0.025286,-0.039613
0,-1.783974,6.120895,7.5568,1e-05,-0.0241,-0.038869
0,-1.783966,6.095331,7.568571,0.007282,-0.019318,-0.036369
0,-1.792102,6.064169,7.532929,0.019417,-0.021512,-0.031973
0,-1.815736,6.038282,7.474206,0.025914,-0.016836,-0.030461
0,-1.811774,5.99375,7.306456,0.024127,-0.005978,-0.031343
0,-1.82711,5.98807,7.194312,0.003404,-0.003146,-0.03031
0,-1.880787,6.002732,7.235168,-0.027265,-0.019921,-0.035599
0,-1.889544,6.037775,7.422455,-0.041459,-0.034354,-0.039662
0,-1.904439,6.082683,7.63506,-0.047047,-0.039562,-0.032326
0,-1.90405,6.105991,7.798883,-0.034478,-0.036825,-0.027893
0,-1.861368,6.158359,7.851742,-0.011363,-0.032074,-0.015825
0,-1.843416,6.153901,7.874695,0.01413,-0.03136,-0.006023
0,-1.786763,6.129414,7.744781,0.03254,-0.021165,0.00389
0,-1.728725,6.13839,7.584074,0.04066,-0.006507,0.006481
0,-1.682203,6.108955,7.405627,0.043447,-0.003922,0.002805
0,-1.65748,6.111893,7.300346,0.035413,-0.010582,0.000788
0,-1.641447,6.092568,7.249928,0.022325,-0.026285,-0.004253
0,-1.630809,6.100536,7.295941,0.009482,-0.033799,-0.010444
0,-1.655143,6.094322,7.416895,-0.003181,-0.044585,-0.015434
0,-1.661964,6.140213,7.519764,-0.00499,-0.051298,-0.017712
0,-1.664685,6.167938,7.616383,-0.005187,-0.046321,-0.020376
0,-1.670967,6.146517,7.67112,0.009027,-0.052142,-0.024434
0,-1.679224,6.133895,7.642344,0.023665,-0.053801,-0.018856
0,-1.710848,6.094728,7.555585,0.029251,-0.05208,-0.023304
0,-1.705642,6.061398,7.477014,0.031634,-0.040278,-0.022715
