 Activity, AccelX_5, AccelY_5, AccelZ_5, GyroX_5, GyroY_5, GyroZ_5
0,-2.63481,3.483618,8.666127,-0.188045,0.531232,-0.172318
0,-2.770645,3.414783,9.103224,0.134838,0.403395,-0.084886
0,-2.81796,3.421571,9.19481,0.275764,0.302535,0.017787
0,-2.928217,3.53923,9.360325,0.207488,0.10187,0.05022
0,-2.891027,3.926666,8.819062,0.106071,0.052094,0.103314
0,-2.808711,4.793461,8.664731,-0.035667,0.059961,0.188182
0,-3.225542,5.335055,8.55029,-0.283689,0.125946,0.386007
0,-2.726901,3.634857,8.884071,-0.578207,0.095447,0.540701
0,-1.774315,2.267284,8.595943,-0.636781,-0.237205,-0.076983
0,-3.737063,5.478329,8.837768,-0.660754,-0.046366,0.092554
0,-1.663208,1.32071,8.958479,-0.633106,-0.077466,0.148614
0,-2.883268,3.527208,8.860215,-0.358954,-0.034444,-0.071319
0,-2.349939,2.931185,9.077722,0.079817,-0.042172,0.065705
0,-2.910227,3.325336,9.452965,0.383013,-0.211398,0.039174
0,-2.30861,2.757028,9.549679,0.479812,-0.526189,-0.143574
0,-3.047699,4.211898,9.315753,0.545379,-0.734002,-0.237607
0,-2.701182,3.354031,9.175446,0.545308,-0.840448,0.006931
0,-2.771397,3.309942,9.123897,0.530031,-0.807752,0.181929
0,-2.393793,3.080068,9.156356,0.501184,-0.514973,0.351119
0,-1.951342,3.627891,9.279656,0.519637,-0.227049,0.399427
0,-1.994957,4.004415,8.849584,0.455686,-0.097615,0.38687
0,-1.924705,3.848973,8.534282,0.340789,-0.04952,0.307329
0,-2.023647,3.950782,8.249427,0.305936,-0.046382,0.207002
0,-2.1895,4.222518,8.190348,0.277338,-0.069184,0.072418
0,-2.172052,4.027263,7.923355,0.09588,-0.032029,-0.07298
0,-2.022637,4.182484,7.752783,-0.200729,-0.018924,-0.014247
0,-1.837559,4.363957,7.365839,-0.633338,0.051338,-0.39147
0,-1.270217,3.2596,7.361132,-1.03722,0.249761,-0.707186
0,-1.914846,3.415506,7.985495,-1.421422,0.449364,-0.633166
0,-2.62442,3.025202,8.700992,-1.612197,0.49157,-0.451002
0,-2.331088,2.534183,8.906785,-1.496074,0.588184,-0.232516
0,-2.244375,2.58838,8.963442,-1.061417,0.455492,-0.011253
0,-2.340503,2.737033,9.240138,-0.630766,0.255726,0.153974
0,-2.495021,2.773575,9.275046,-0.159845,-0.024144,0.210688
0,-2.735521,2.644696,9.345102,0.262495,-0.398016,-0.009676
0,-2.149971,3.237581,9.157484,0.391607,-0.827122,-0.337992
0,-2.000097,3.725178,8.786339,0.217316,-1.082407,-0.609769
0,-2.295163,3.608402,8.490423,-0.229622,-0.81704,-0.791418
0,-2.019528,2.965207,8.83764,-0.402721,-0.300812,-0.806231
0,-3.198931,2.909357,9.309109,-0.387289,-0.081711,-0.597705
0,-2.841147,2.304861,8.795221,-0.163095,-0.40264,-0.433351
0,-2.356077,2.591513,9.168492,0.162335,-0.550804,-0.149911
0,-2.631572,2.967334,9.969337,0.219675,-0.63959,0.070265
0,-1.983555,3.097081,9.71926,0.151673,-0.583427,0.147229
0,-2.212216,2.776358,9.619716,0.267757,-0.363741,0.167527
0,-2.273874,3.373903,9.259886,0.4573,-0.435203,0.037943
0,-2.139645,3.624418,9.544061,0.489244,-0.352938,-0.061614
0,-2.111309,3.147112,9.264147,0.377106,-0.224761,-0.060818
0,-1.826543,2.796623,8.853088,0.292877,-0.203546,0.100246
0,-1.951462,3.109718,8.664968,0.180348,-0.15119,0.249061
0,-1.85387,3.108781,8.695414,0.031227,-0.032916,0.33
0,-1.651947,3.186535,8.876501,-0.009666,-0.003272,0.382231
0,-1.716328,3.373742,9.264108,0.14577,-0.166767,0.390073
0,-1.589978,3.505429,9.712358,0.427622,-0.412011,0.287552
0,-1.644332,3.979178,9.985488,0.568344,-0.429384,0.175926
0,-1.595541,3.615827,9.815967,0.635868,-0.354239,0.048514
0,-1.2763,3.056625,9.558515,0.68586,-0.172239,-0.092412
0,-2.196652,4.369232,10.045352,0.492411,-0.276492,-0.056111
0,-2.028526,3.689533,8.449693,0.392299,-0.205061,0.006366
0,-1.909861,4.125285,8.780303,0.116672,-0.004785,-0.050923
0,-1.723022,4.318056,8.882213,0.040774,-0.118014,-0.044834
0,-1.135154,3.953487,9.210904,-0.034305,-0.255207,-0.138727
0,-1.496344,3.995166,8.991014,-0.078114,0.071623,-0.208068
0,-1.912098,3.825858,10.03384,0.055017,-0.152782,-0.314881
0,-1.264821,3.816397,8.918874,-0.247304,-0.51641,-0.547922
0,-1.323438,4.273233,8.681957,-0.639692,-0.551888,-0.731315
0,-1.014551,3.428462,8.568091,-0.582169,-0.342739,-0.421932
0,-0.7817,3.227955,8.795554,-0.449388,0.00664,-0.289661
0,-0.941473,2.657706,9.325647,-0.348455,-0.08624,-0.163218
0,-0.888807,3.136626,8.469073,-0.048453,0.066854,-0.025241
0,-1.408352,2.815149,8.553585,0.097319,0.241913,0.106613
0,-1.608883,3.662016,8.850611,0.023533,-0.304562,-0.147093
0,-1.190562,3.047093,9.341868,0.163878,-0.481112,-0.172531
0,-1.68633,3.555724,9.374211,0.239797,-1.107224,-0.273016
0,-0.664389,3.772518,7.967396,0.043197,-1.446389,-0.329427
0,-1.054572,3.359131,8.859522,-0.272331,-1.398413,-0.304846
0,-0.490921,2.487618,8.328337,-0.274223,-1.154904,-0.197516
0,-0.983786,2.820628,8.946058,-0.485795,-0.714588,-0.101371
0,-0.332607,3.134066,8.71906,-0.400525,-0.395666,-0.010382
0,-0.856455,2.509057,10.243884,-0.374608,-0.687328,-0.029942
0,0.15252,2.644187,8.952351,-0.111622,-0.824005,-0.226516
0,-0.390513,3.261764,9.206589,-0.065049,-0.789347,-0.470428
0,-0.379897,2.516338,9.24562,-0.08916,-0.625623,-0.461321
0,-0.236472,2.676395,9.333181,-0.012087,-0.438741,-0.398182
0,-0.94287,3.294273,8.938555,-0.12997,-0.266957,-0.279671
0,-0.651414,2.936566,9.085539,-0.22173,-0.171187,-0.052885
0,-0.075656,2.292863,8.68714,-0.455197,-0.449491,0.044227
0,-0.389177,2.495065,9.216433,-0.581821,-0.649175,0.184185
0,0.807653,2.080679,9.543903,-0.44473,-0.460905,0.222177
0,0.232776,2.875955,9.644336,-0.416786,-0.22085,0.192135
0,0.10471,2.532831,9.617326,-0.427758,-0.027205,0.164934
0,0.157991,2.259709,9.490626,-0.402461,0.116097,0.169203
0,0.60664,2.057756,9.484421,-0.347876,0.162316,0.175544
0,0.327448,2.717985,9.643863,-0.342859,0.12286,0.114606
0,0.183832,2.754648,9.746253,-0.349087,-0.081851,-0.105647
0,0.071653,2.114888,9.238403,-0.148738,-0.399532,-0.303803
0,-0.747092,4.773845,9.509928,-0.016307,-0.655963,-0.591402
0,0.179849,1.5821,9.34362,-0.316965,-0.382507,-0.558225
