 Activity, AccelX_5, AccelY_5, AccelZ_5, GyroX_5, GyroY_5, GyroZ_5
0,-2.34193,0.692355,9.426857,0.22812,0.098265,-0.083474
0,-2.352262,0.658969,9.309321,0.225759,0.088075,-0.101814
0,-2.361021,0.604396,9.384751,0.205957,0.085597,-0.122403
0,-2.356607,0.474306,9.41011,0.180922,0.092835,-0.145117
0,-2.420458,0.339456,9.435878,0.169489,0.102113,-0.158986
0,-2.430523,0.262981,9.459313,0.170446,0.109877,-0.163572
0,-2.441235,0.178948,9.456299,0.176118,0.124484,-0.164769
0,-2.442742,0.140755,9.382059,0.179697,0.128429,-0.170073
0,-2.423855,0.163259,9.23188,0.177462,0.135554,-0.168953
0,-2.418045,0.215172,9.071952,0.178856,0.146068,-0.167028
0,-2.392253,0.316229,8.882099,0.168927,0.153633,-0.163692
0,-2.356575,0.409525,8.780583,0.143199,0.161346,-0.166036
0,-2.397542,0.433442,8.697001,0.09024,0.16393,-0.17719
0,-2.495293,0.431573,8.748157,0.02822,0.146949,-0.193494
0,-2.612992,0.39927,8.835483,-0.02426,0.122327,-0.207173
0,-2.683763,0.340377,9.03335,-0.046301,0.095684,-0.209533
0,-2.741764,0.335511,9.113476,-0.041076,0.078124,-0.196029
0,-2.724014,0.416136,9.15604,-0.030006,0.075207,-0.175601
0,-2.737082,0.4613,9.165639,-0.02231,0.073074,-0.155033
0,-2.73108,0.546746,9.192491,-0.035435,0.08133,-0.143494
0,-2.757951,0.601095,9.212488,-0.059862,0.086484,-0.141737
0,-2.841223,0.61575,9.313774,-0.087643,0.082516,-0.139182
0,-2.851838,0.559878,9.425245,-0.102771,0.077774,-0.136246
0,-2.922547,0.548419,9.563019,-0.11291,0.072578,-0.130735
0,-2.945185,0.538657,9.645013,-0.104838,0.050987,-0.137097
0,-3.068472,0.39902,9.704132,-0.092464,0.041654,-0.116348
0,-3.08427,0.347846,9.800792,-0.064577,0.023537,-0.088645
0,-3.034106,0.39261,9.772351,-0.03187,0.020939,-0.066695
0,-3.028986,0.461847,9.70685,0.011659,0.014681,-0.045483
0,-3.027608,0.488431,9.54,0.045419,0.011683,-0.02795
0,-2.984891,0.552775,9.42259,0.053884,0.010343,-0.014314
0,-2.951112,0.582241,9.329766,0.040175,0.007287,-0.003161
0,-2.89548,0.594205,9.315501,0.027072,0.005266,0.000957
0,-2.904127,0.572947,9.293292,0.022321,-0.006134,-0.000416
0,-2.868673,0.589651,9.247876,0.029827,-0.013042,0.014215
0,-2.819928,0.567078,9.258911,0.031117,-0.013242,0.026011
0,-2.772717,0.581944,9.229517,0.023015,-0.015696,0.03273
0,-2.713361,0.574247,9.236374,0.010425,-0.016866,0.032847
0,-2.721056,0.559854,9.241374,0.00029,-0.022327,0.030274
0,-2.708331,0.565599,9.284516,-0.011095,-0.027676,0.027053
0,-2.691411,0.535069,9.295368,-0.022346,-0.030841,0.028371
0,-2.666586,0.505809,9.421578,-0.035359,-0.030574,0.025892
0,-2.665474,0.517981,9.475656,-0.045785,-0.032415,0.025257
0,-2.695487,0.481197,9.542721,-0.049815,-0.020513,0.036261
0,-2.728379,0.482429,9.568992,-0.045328,-0.011755,0.050292
0,-2.727731,0.498431,9.549361,-0.03228,-0.007949,0.056751
0,-2.750676,0.529419,9.524341,-0.023868,-0.009192,0.059223
0,-2.772546,0.57258,9.452833,-0.011672,-0.016742,0.060187
0,-2.745398,0.581627,9.365654,-0.008086,-0.021324,0.061156
0,-2.700225,0.638668,9.322633,-0.011938,-0.019074,0.058667
0,-2.662952,0.621821,9.344554,-0.026266,-0.020631,0.047983
0,-2.69673,0.633755,9.397294,-0.028624,-0.016134,0.047653
0,-2.662077,0.653488,9.378627,-0.026003,-0.006136,0.053364
0,-2.64909,0.641522,9.368298,-0.026398,0.003255,0.061785
0,-2.681208,0.610446,9.361133,-0.041713,0.012158,0.06299
0,-2.713707,0.566732,9.400665,-0.056258,0.000152,0.06204
0,-2.697615,0.494669,9.451168,-0.054996,-0.019907,0.055871
0,-2.692493,0.45309,9.492643,-0.037253,-0.036984,0.044911
0,-2.610443,0.479704,9.518178,-0.018067,-0.050025,0.046698
0,-2.540652,0.548498,9.487608,-0.013151,-0.040558,0.048633
0,-2.527357,0.582776,9.464219,-0.025274,-0.014854,0.055055
0,-2.525613,0.561694,9.48472,-0.041659,0.004423,0.060081
0,-2.547488,0.5451,9.473316,-0.051711,0.009296,0.061941
0,-2.568708,0.508775,9.482004,-0.056186,0.004598,0.063016
0,-2.625092,0.497659,9.496289,-0.043752,0.001404,0.061893
0,-2.613752,0.522479,9.445747,-0.029738,-0.001459,0.063471
0,-2.567755,0.520109,9.4628,-0.025978,-0.011653,0.054899
0,-2.544137,0.542266,9.428367,-0.033787,-0.009277,0.045413
0,-2.575315,0.49941,9.468087,-0.037447,-0.008704,0.04045
0,-2.541362,0.506277,9.495933,-0.032675,-0.009476,0.037949
