index,start,end
142,1.1651294e-11,9.034868e-12
143,1.1962341e-11,9.3322156e-12
144,1.174523e-11,9.097692e-12
145,1.1208894e-11,8.642732e-12
146,1.0562247e-11,8.136847e-12
147,9.917318e-12,7.598826e-12
148,8.608496e-12,6.678217e-12
149,7.8208915e-12,6.1317605e-12
150,8.633078e-12,6.91976e-12
151,9.7377505e-12,7.8853295e-12
152,8.552753e-12,7.070413e-12
153,6.0613866e-12,4.9351716e-12
154,4.3141914e-12,3.476933e-12
155,3.1867814e-12,2.5360514e-12
156,3.680739e-12,3.0072503e-12
157,4.867248e-12,4.1594714e-12
158,4.463806e-12,3.8214397e-12
159,3.4397372e-12,2.8981628e-12
160,2.1405325e-12,1.7718006e-12
161,1.1439256e-12,9.429293e-13
162,9.151989e-13,7.8988427e-13
163,1.7033716e-12,1.5859856e-12
164,9.315867e-13,8.949571e-13
165,8.0897837e-13,7.562761e-13
166,4.3422324e-13,4.3493112e-13
167,7.0194827e-13,7.3443817e-13
168,8.544074e-13,8.3166894e-13
169,5.180879e-13,4.0409416e-13
170,1.5391145e-12,1.1477064e-12
171,2.6136016e-12,2.1372565e-12
172,5.139152e-12,3.8789987e-12
173,6.8271257e-12,5.246784e-12
174,9.897665e-12,7.772294e-12
175,1.3535421e-11,1.0860552e-11
176,2.9737133e-11,2.4368476e-11
177,4.6590377e-11,3.9625147e-11
178,2.656828e-11,2.304421e-11
179,7.359815e-11,6.3545724e-11
180,4.248418e-11,3.8466345e-11
181,2.008212e-11,1.6839193e-11
182,2.7624163e-11,2.3449331e-11
183,2.933004e-11,2.611545e-11
184,2.933004e-11,2.611545e-11
185,4.5781358e-11,4.129159e-11
186,7.0393864e-11,6.72022e-11
187,8.931539e-11,8.9086384e-11
188,1.06015294e-10,1.10555995e-10
189,1.1338691e-10,1.1925237e-10
190,1.2641843e-10,1.3340178e-10
191,1.2922151e-10,1.391651e-10
192,1.389765e-10,1.4529207e-10
193,1.2983815e-10,1.3526705e-10
194,1.274746e-10,1.2714242e-10
195,1.0655047e-10,1.01419e-10
196,1.0638882e-10,1.0243498e-10
197,1.0591141e-10,1.0106947e-10
198,1.1002316e-10,1.0233382e-10
199,1.0401277e-10,9.526652e-11
200,1.02637e-10,9.107107e-11
201,1.01614946e-10,8.802969e-11
202,9.657664e-11,8.0831904e-11
203,8.381175e-11,6.791828e-11
204,7.5038434e-11,5.924796e-11
205,7.189846e-11,5.5456126e-11
206,5.898794e-11,4.5595566e-11
207,4.8694698e-11,3.7646795e-11
208,3.637436e-11,2.8059662e-11
209,2.7851391e-11,2.1918132e-11
210,2.4434706e-11,1.8886143e-11
211,2.4008713e-11,1.8572676e-11
212,2.2422718e-11,1.711795e-11
213,2.4405176e-11,1.8328835e-11
214,2.4561802e-11,1.8370765e-11
215,1.934272e-11,1.4467147e-11
216,1.7601672e-11,1.3216629e-11
217,1.4057173e-11,1.04060345e-11
218,1.26127424e-11,9.515369e-12
219,1.0567749e-11,8.095576e-12
220,9.175064e-12,7.1501962e-12
221,7.771582e-12,6.13403e-12
222,7.2722076e-12,5.780816e-12
223,6.0451076e-12,4.85575e-12
224,5.2982224e-12,4.265841e-12
225,5.1390346e-12,4.1243398e-12
226,5.1173107e-12,4.1231285e-12
227,5.1173107e-12,4.1231285e-12
228,5.2101054e-12,4.2147436e-12
229,4.856695e-12,3.9684727e-12
230,4.26952e-12,3.4764821e-12
231,4.1229004e-12,3.3224747e-12
232,3.5361692e-12,2.83864e-12
233,3.7119925e-12,2.9355374e-12
234,3.5561627e-12,2.7702504e-12
235,3.4329206e-12,2.6701163e-12
236,3.4097026e-12,2.6230804e-12
237,3.527479e-12,2.7639854e-12
238,4.014111e-12,3.144954e-12
239,4.3374007e-12,3.3932625e-12
240,5.2171756e-12,4.0491373e-12
241,5.6257035e-12,4.3760408e-12
242,5.4458426e-12,4.2018685e-12
243,5.112774e-12,3.9450474e-12
244,4.71151e-12,3.6581536e-12
245,4.653325e-12,3.6316592e-12
246,5.450082e-12,4.2963966e-12
247,5.876982e-12,4.7323686e-12
248,6.3051534e-12,5.17697e-12
249,7.050993e-12,5.9183556e-12
250,8.2778255e-12,7.0287574e-12
251,9.711042e-12,8.261768e-12
252,9.967952e-12,8.3643864e-12
253,1.4661739e-11,1.2318971e-11
254,1.8885027e-11,1.5872272e-11
255,2.072592e-11,1.729959e-11
256,2.180513e-11,1.8068057e-11
257,2.210673e-11,1.821536e-11
258,1.597572e-11,1.2840966e-11
259,1.14758e-11,9.139695e-12
260,8.4039815e-12,6.603637e-12
261,6.4410864e-12,5.0901024e-12
262,5.127051e-12,4.0228103e-12
263,4.294635e-12,3.3178076e-12
264,4.071705e-12,3.1646545e-12
265,4.9051978e-12,3.7427977e-12
266,5.2908303e-12,3.9693812e-12
267,6.374976e-12,4.712498e-12
268,6.374976e-12,4.712498e-12
269,6.195951e-12,4.4877947e-12
270,6.195951e-12,4.4877947e-12
271,6.385917e-12,4.532536e-12
272,6.0507484e-12,4.2308683e-12
273,5.184045e-12,3.619157e-12
274,4.150484e-12,2.902915e-12
275,2.55524e-12,1.7714323e-12
276,1.4593294e-12,1.0124475e-12
277,1.1102077e-12,7.706659e-13
278,7.5949533e-13,5.359426e-13
279,7.0914243e-13,5.105638e-13
280,8.103574e-13,5.9643837e-13
281,1.0634286e-12,7.932118e-13
282,1.5788837e-12,1.1922018e-12
283,1.8173914e-12,1.3821845e-12
284,2.0756172e-12,1.5641514e-12
285,2.2603052e-12,1.7157002e-12
286,2.2022505e-12,1.6856859e-12
287,2.1776732e-12,1.690277e-12
288,2.0355566e-12,1.5856408e-12
289,2.2881926e-12,1.7782332e-12
290,2.4779798e-12,1.9262376e-12
291,2.3979915e-12,1.8398596e-12
292,2.3525118e-12,1.7840629e-12
293,2.599165e-12,1.9518712e-12
294,2.4458614e-12,1.8015364e-12
295,3.0174316e-12,2.1846457e-12
296,3.2492446e-12,2.2966444e-12
297,3.578999e-12,2.518832e-12
298,4.1376954e-12,2.895831e-12
299,3.6844616e-12,2.5811872e-12
300,3.8652766e-12,2.7282276e-12
301,3.8472415e-12,2.7584293e-12
302,4.166443e-12,3.0487056e-12
303,4.7647203e-12,3.4945582e-12
304,5.1550366e-12,3.7680683e-12
305,5.5726053e-12,4.028846e-12
306,6.5241384e-12,4.721081e-12
307,7.563515e-12,5.3686166e-12
308,7.408401e-12,5.1780763e-12
309,7.473658e-12,5.119019e-12
310,7.0502e-12,4.8495674e-12
311,6.058428e-12,4.181497e-12
312,5.18815e-12,3.6307866e-12
313,5.18815e-12,3.6307866e-12
314,4.367386e-12,3.0707069e-12
315,4.0260035e-12,2.843235e-12
316,4.167643e-12,2.9688832e-12
317,3.7503295e-12,2.682101e-12
318,3.577825e-12,2.6315092e-12
319,3.3062724e-12,2.4994592e-12
320,3.2122475e-12,2.44609e-12
321,2.5266462e-12,1.8965838e-12
322,2.134527e-12,1.5825771e-12
323,1.594673e-12,1.1887005e-12
324,1.1367263e-12,8.7177444e-13
325,1.2330812e-12,9.306543e-13
326,1.2179022e-12,9.485303e-13
327,1.2683372e-12,9.795381e-13
328,1.6058626e-12,1.2043516e-12
329,1.7717533e-12,1.316374e-12
330,1.5427766e-12,1.1477852e-12
331,1.5834043e-12,1.1745336e-12
332,1.3375834e-12,9.894414e-13
333,1.2305204e-12,9.091512e-13
334,1.2233781e-12,9.049817e-13
335,1.0683648e-12,7.79664e-13
336,1.3465272e-12,9.81251e-13
337,1.6544886e-12,1.2058732e-12
338,1.8270465e-12,1.3536447e-12
339,2.2374344e-12,1.6851651e-12
340,2.2660897e-12,1.7125648e-12
341,2.4639774e-12,1.889096e-12
342,2.6810782e-12,2.0530012e-12
343,2.832885e-12,2.1687365e-12
344,2.869779e-12,2.2160754e-12
345,2.5265452e-12,1.965811e-12
346,2.4423838e-12,1.8908408e-12
347,2.1676695e-12,1.6638177e-12
348,2.0389528e-12,1.5504494e-12
349,1.9219732e-12,1.4387558e-12
350,1.6924901e-12,1.2781777e-12
351,1.7379882e-12,1.3066955e-12
352,1.7677735e-12,1.3313297e-12
353,1.8539575e-12,1.4018235e-12
354,2.0063465e-12,1.5115925e-12
355,2.1303946e-12,1.586034e-12
356,2.1303946e-12,1.586034e-12
357,2.0182332e-12,1.4998636e-12
358,2.0748058e-12,1.5429414e-12
359,1.858617e-12,1.3794481e-12
360,1.9163727e-12,1.399526e-12
361,1.8082218e-12,1.3308574e-12
362,1.7590655e-12,1.2820354e-12
363,1.6518557e-12,1.2041541e-12
364,1.4871587e-12,1.1061937e-12
365,1.3838121e-12,1.0454771e-12
366,1.3049422e-12,9.847383e-13
367,1.4115683e-12,1.0789315e-12
368,1.7188052e-12,1.3019563e-12
369,1.80542e-12,1.3540269e-12
370,1.9739228e-12,1.4821691e-12
371,1.8674188e-12,1.3969071e-12
372,1.7560819e-12,1.2993316e-12
373,1.7125354e-12,1.2856644e-12
374,1.8257089e-12,1.3893024e-12
375,1.778396e-12,1.350617e-12
376,1.8548134e-12,1.4130849e-12
377,1.9506952e-12,1.493378e-12
378,2.0238843e-12,1.536803e-12
379,2.096158e-12,1.5990589e-12
380,2.2538907e-12,1.7112848e-12
381,2.5179962e-12,1.8998063e-12
382,2.3586176e-12,1.7670352e-12
383,2.4656794e-12,1.8361716e-12
384,2.264111e-12,1.6964071e-12
385,2.2637224e-12,1.7206782e-12
386,2.1288633e-12,1.6087412e-12
387,2.0829343e-12,1.5845706e-12
388,1.8488089e-12,1.4024546e-12
389,1.8364904e-12,1.3967552e-12
390,1.6163535e-12,1.2193619e-12
391,1.5938763e-12,1.2086202e-12
392,1.5559715e-12,1.1916561e-12
393,1.3564463e-12,1.0581236e-12
394,1.5213632e-12,1.1963567e-12
395,1.3418252e-12,1.0590362e-12
396,1.4752225e-12,1.1552131e-12
397,1.4752225e-12,1.1552131e-12
398,1.8053407e-12,1.3998837e-12
399,1.9852045e-12,1.5366506e-12
400,1.9230585e-12,1.4687735e-12
401,2.0166863e-12,1.5533473e-12
402,2.1204221e-12,1.6123476e-12
403,2.2066823e-12,1.6783776e-12
404,2.343367e-12,1.7946874e-12
405,2.2460287e-12,1.7265168e-12
406,1.8673724e-12,1.4365676e-12
407,1.736676e-12,1.3452488e-12
408,1.7594984e-12,1.3685983e-12
409,1.7033326e-12,1.341316e-12
410,2.0524728e-12,1.6221135e-12
411,1.8980856e-12,1.4964631e-12
412,1.9788836e-12,1.5470907e-12
413,2.083896e-12,1.6166187e-12
414,1.9126332e-12,1.4813382e-12
415,1.9066452e-12,1.4580384e-12
416,1.6575777e-12,1.2826909e-12
417,1.5557965e-12,1.1987093e-12
418,1.3860177e-12,1.0863489e-12
419,1.3031289e-12,1.034563e-12
420,1.239332e-12,9.743078e-13
421,1.3869565e-12,1.1044839e-12
422,1.3969364e-12,1.0951825e-12
423,1.3922867e-12,1.0836089e-12
424,1.5421029e-12,1.2161565e-12
425,1.6236024e-12,1.2872544e-12
426,1.6733145e-12,1.3384128e-12
427,1.5001096e-12,1.1997294e-12
428,1.5557639e-12,1.2414636e-12
429,1.7482117e-12,1.3987974e-12
430,1.7601731e-12,1.4161231e-12
431,2.0070124e-12,1.6343028e-12
432,1.9069035e-12,1.5567404e-12
433,2.1818723e-12,1.79363e-12
434,2.22037e-12,1.8136031e-12
435,2.2253558e-12,1.8058366e-12
436,2.2506903e-12,1.7956907e-12
437,2.3738815e-12,1.881401e-12
438,2.6727609e-12,2.0997995e-12
439,3.0009589e-12,2.355893e-12
440,3.0009589e-12,2.355893e-12
441,2.8831716e-12,2.2439305e-12
442,2.6723684e-12,2.0837967e-12
443,2.2798196e-12,1.7701252e-12
444,2.208274e-12,1.7277158e-12
445,1.9468554e-12,1.5439659e-12
446,1.744491e-12,1.3833344e-12
447,1.6097879e-12,1.2854143e-12
448,1.5840055e-12,1.2737872e-12
449,1.7741712e-12,1.4179475e-12
450,1.8417626e-12,1.4658656e-12
451,2.3545454e-12,1.8704166e-12
452,2.1367756e-12,1.6915897e-12
453,2.2936065e-12,1.8060571e-12
454,2.218723e-12,1.7813257e-12
455,1.9159706e-12,1.545392e-12
456,1.8217435e-12,1.4734144e-12
457,1.898647e-12,1.5457487e-12
458,1.6190688e-12,1.3141965e-12
459,1.6010151e-12,1.3013306e-12
460,1.975972e-12,1.5961945e-12
461,1.6652592e-12,1.3446024e-12
462,1.7391887e-12,1.4050652e-12
463,1.7882055e-12,1.441629e-12
464,1.841805e-12,1.4936115e-12
465,1.9070526e-12,1.5518844e-12
466,1.9403199e-12,1.5769484e-12
467,1.8886925e-12,1.527003e-12
468,1.9150352e-12,1.5392437e-12
469,1.987709e-12,1.6080694e-12
470,1.9175425e-12,1.5611382e-12
471,1.7769109e-12,1.4535124e-12
472,1.743001e-12,1.4236302e-12
473,1.8681846e-12,1.5256988e-12
474,1.8633556e-12,1.5073861e-12
475,1.9237227e-12,1.5619452e-12
476,1.8005332e-12,1.46293e-12
477,1.698097e-12,1.384612e-12
478,1.7251079e-12,1.4223139e-12
479,1.7022153e-12,1.4121985e-12
480,1.6433676e-12,1.3571503e-12
481,1.6433676e-12,1.3571503e-12
482,1.9039126e-12,1.5307356e-12
483,1.9039126e-12,1.5307356e-12
484,2.0933294e-12,1.6761094e-12
485,1.830905e-12,1.4855541e-12
486,1.6204653e-12,1.3340114e-12
487,1.6658374e-12,1.384958e-12
488,1.6683206e-12,1.3889473e-12
489,1.6450737e-12,1.3562213e-12
490,1.7631097e-12,1.4421516e-12
491,2.0513925e-12,1.6722679e-12
492,1.9404495e-12,1.5945574e-12
493,2.3802288e-12,1.9462986e-12
494,2.191925e-12,1.8017872e-12
495,2.1189626e-12,1.7506442e-12
496,2.0202668e-12,1.6865285e-12
497,1.9228313e-12,1.582064e-12
498,2.0923792e-12,1.7128196e-12
499,2.285911e-12,1.8804682e-12
500,2.404096e-12,1.9656908e-12
501,2.3719895e-12,1.9396353e-12
502,2.1529512e-12,1.7688224e-12
503,2.3723833e-12,1.9079586e-12
504,2.3337905e-12,1.8952097e-12
505,1.7696019e-12,1.4330564e-12
506,1.9353338e-12,1.5615937e-12
507,1.9742014e-12,1.6141354e-12
508,1.9261274e-12,1.5746342e-12
509,1.7283553e-12,1.4154912e-12
510,1.8739732e-12,1.5276848e-12
511,1.617217e-12,1.3064837e-12
512,1.655101e-12,1.3492215e-12
513,1.5701386e-12,1.2904674e-12
514,1.6407806e-12,1.3535156e-12
515,1.4703319e-12,1.2075396e-12
516,1.5407946e-12,1.249605e-12
517,1.5900262e-12,1.2941968e-12
518,1.7730109e-12,1.4494815e-12
519,1.8739446e-12,1.5361407e-12
520,2.1403732e-12,1.7383728e-12
521,2.4441965e-12,1.969286e-12
522,2.5420566e-12,2.0438432e-12
523,2.9326834e-12,2.3502738e-12
524,2.7832472e-12,2.2415266e-12
525,2.4835206e-12,1.999348e-12
526,2.4835206e-12,1.999348e-12
527,2.187886e-12,1.7870599e-12
528,1.891573e-12,1.5708006e-12
529,1.863473e-12,1.5452917e-12
530,1.7657415e-12,1.4830825e-12
531,1.9342858e-12,1.6132613e-12
532,2.2752974e-12,1.880461e-12
533,2.0100466e-12,1.657739e-12
534,2.1348446e-12,1.760529e-12
535,2.0215771e-12,1.6651448e-12
536,2.0205133e-12,1.6875582e-12
537,2.2055253e-12,1.838162e-12
538,2.2724175e-12,1.8922767e-12
539,2.1051932e-12,1.752221e-12
540,2.2458188e-12,1.8632773e-12
541,2.1881195e-12,1.7991978e-12
542,2.049015e-12,1.6840501e-12
543,2.0207755e-12,1.6772319e-12
544,2.0531931e-12,1.7286454e-12
545,1.9819925e-12,1.6632783e-12
546,1.946759e-12,1.6459274e-12
547,1.6168099e-12,1.3708267e-12
548,1.7131757e-12,1.4496916e-12
549,1.5090575e-12,1.2768131e-12
550,1.5780557e-12,1.3271211e-12
551,1.6269193e-12,1.3761606e-12
552,1.8404354e-12,1.5637994e-12
553,1.925569e-12,1.6234321e-12
554,2.0312244e-12,1.7120813e-12
555,2.117286e-12,1.7708917e-12
556,2.288581e-12,1.9100158e-12
557,2.2067075e-12,1.8529958e-12
558,2.4255689e-12,2.0505045e-12
559,2.291053e-12,1.9590323e-12
560,2.2306848e-12,1.906587e-12
561,2.525461e-12,2.1125421e-12
562,2.5272488e-12,2.1162442e-12
563,2.233401e-12,1.860589e-12
564,1.7789523e-12,1.4778388e-12
565,1.541653e-12,1.3021152e-12
566,1.265889e-12,1.0879455e-12
567,1.5501182e-12,1.3452232e-12
568,1.4138695e-12,1.235756e-12
569,1.4138695e-12,1.235756e-12
570,1.7128718e-12,1.4759177e-12
571,1.9088103e-12,1.6151517e-12
572,2.3031104e-12,1.9573852e-12
573,2.2200438e-12,1.8749208e-12
574,2.4333907e-12,2.0636444e-12
575,2.3148428e-12,1.9798993e-12
576,2.2439563e-12,1.9231173e-12
577,2.2618923e-12,1.9521505e-12
578,2.0713498e-12,1.7713545e-12
579,1.9342748e-12,1.6482773e-12
580,2.0614886e-12,1.7361594e-12
581,2.1258566e-12,1.8028976e-12
582,2.1414513e-12,1.8176064e-12
583,2.235839e-12,1.9068636e-12
584,2.0874444e-12,1.7868213e-12
585,1.9993976e-12,1.707164e-12
586,2.1603557e-12,1.8488796e-12
587,1.886698e-12,1.6163844e-12
588,2.1035998e-12,1.78457e-12
589,1.9469038e-12,1.6580331e-12
590,2.1608089e-12,1.8407372e-12
591,1.950818e-12,1.6706739e-12
592,1.9804432e-12,1.6936882e-12
593,1.935083e-12,1.6450486e-12
594,1.9276783e-12,1.641488e-12
595,2.0074144e-12,1.7140614e-12
596,1.7797567e-12,1.5179054e-12
597,1.8650446e-12,1.5733853e-12
598,1.9605313e-12,1.6550883e-12
599,2.2907908e-12,1.9220868e-12
600,2.1108423e-12,1.7817708e-12
601,2.0584554e-12,1.7476616e-12
602,2.1207376e-12,1.776816e-12
603,2.0497419e-12,1.7127183e-12
604,2.056803e-12,1.7109487e-12
605,2.0551796e-12,1.7252395e-12
606,2.041887e-12,1.7093992e-12
607,2.0595392e-12,1.7217451e-12
608,2.1482915e-12,1.8200556e-12
609,1.903201e-12,1.6148991e-12
610,1.8719583e-12,1.5714329e-12
611,1.9951157e-12,1.6726253e-12
612,1.9951157e-12,1.6726253e-12
613,2.0542977e-12,1.7203106e-12
614,2.4610184e-12,2.0606748e-12
615,2.2480045e-12,1.8917572e-12
616,2.1500705e-12,1.8077907e-12
617,2.3532075e-12,1.9706311e-12
618,2.4265266e-12,2.0383033e-12
619,1.9500664e-12,1.6310019e-12
620,1.8677857e-12,1.5683517e-12
621,1.9773519e-12,1.6620099e-12
622,1.8844394e-12,1.5783055e-12
623,1.9087121e-12,1.5775441e-12
624,1.8561407e-12,1.5349985e-12
625,2.098218e-12,1.7511518e-12
626,2.1147795e-12,1.757258e-12
627,2.1123487e-12,1.7551143e-12
628,2.149849e-12,1.7972463e-12
629,2.1260513e-12,1.7656405e-12
630,2.1334605e-12,1.7687414e-12
631,2.1098763e-12,1.7473216e-12
632,2.0695964e-12,1.7164072e-12
633,1.936124e-12,1.6069595e-12
634,2.1649013e-12,1.8018903e-12
635,2.000252e-12,1.6702183e-12
636,1.9101797e-12,1.5942959e-12
637,2.044935e-12,1.7381142e-12
638,1.822814e-12,1.5422176e-12
639,1.8320926e-12,1.5306335e-12
640,1.8644504e-12,1.5682559e-12
641,1.889788e-12,1.5908482e-12
642,2.0680575e-12,1.7333601e-12
643,2.2609564e-12,1.8929483e-12
644,2.654208e-12,2.2142503e-12
645,2.4689877e-12,2.0468197e-12
646,2.5238672e-12,2.0763259e-12
647,2.112659e-12,1.7338595e-12
648,2.5567612e-12,2.0741965e-12
649,2.308586e-12,1.887929e-12
650,2.2001598e-12,1.8323023e-12
651,2.0327592e-12,1.6630627e-12
652,1.8827077e-12,1.5636025e-12
653,1.8827077e-12,1.5636025e-12
654,1.6817808e-12,1.3894296e-12
655,1.7894952e-12,1.4856788e-12
656,1.8726726e-12,1.5574651e-12
657,1.9796575e-12,1.6466748e-12
658,1.9309387e-12,1.5977114e-12
659,2.0984622e-12,1.7335519e-12
660,2.272062e-12,1.8742163e-12
661,2.1549151e-12,1.7956461e-12
662,2.3213553e-12,1.9367333e-12
663,2.1504807e-12,1.7964785e-12
664,2.4410797e-12,2.0368071e-12
665,2.577227e-12,2.131679e-12
666,2.7535617e-12,2.279024e-12
667,2.4545305e-12,2.0297837e-12
668,2.2438236e-12,1.8671766e-12
669,2.2875686e-12,1.893006e-12
670,2.0561088e-12,1.7170194e-12
671,1.9097827e-12,1.6037628e-12
672,1.839088e-12,1.5375887e-12
673,1.8781814e-12,1.567036e-12
674,2.0961022e-12,1.750337e-12
675,2.1759211e-12,1.8120092e-12
676,2.243785e-12,1.8562467e-12
677,2.2281844e-12,1.8445258e-12
678,2.2728163e-12,1.8726511e-12
679,2.2171366e-12,1.8438296e-12
680,2.2501022e-12,1.8663753e-12
681,1.9831118e-12,1.6641447e-12
682,1.7318004e-12,1.4617753e-12
683,1.5220976e-12,1.2817713e-12
684,1.7029557e-12,1.439777e-12
685,1.6362179e-12,1.3680033e-12
686,1.5253991e-12,1.2757494e-12
687,1.4757093e-12,1.2152661e-12
688,1.6226488e-12,1.3573471e-12
689,1.5912033e-12,1.322101e-12
690,1.8361296e-12,1.5059234e-12
691,2.0411045e-12,1.7011248e-12
692,2.3854237e-12,1.976036e-12
693,2.8482828e-12,2.3744973e-12
694,2.8482828e-12,2.3744973e-12
695,3.4669533e-12,2.8232512e-12
696,3.4669533e-12,2.8232512e-12
697,3.4606374e-12,2.7983434e-12
698,3.4227866e-12,2.8364696e-12
699,2.675602e-12,2.1620045e-12
700,2.8639938e-12,2.3512557e-12
701,2.7983113e-12,2.3127596e-12
702,2.7940979e-12,2.2967977e-12
703,2.0789414e-12,1.7124864e-12
704,1.7582269e-12,1.4639879e-12
705,1.5665339e-12,1.3052184e-12
706,1.534372e-12,1.2921743e-12
707,1.3846913e-12,1.1704589e-12
708,1.4542778e-12,1.2502511e-12
709,1.5947764e-12,1.3786432e-12
710,1.5099846e-12,1.30214e-12
711,1.7183496e-12,1.4814965e-12
712,1.6483874e-12,1.3770033e-12
713,1.5458754e-12,1.2678729e-12
714,1.4805078e-12,1.1721792e-12
715,1.5636294e-12,1.2175027e-12
