index,start,end
0,1e-05,1e-05
1,1e-05,1e-05
2,1e-05,1e-05
3,1e-05,1e-05
4,1e-05,1e-05
5,1e-05,1e-05
6,1e-05,1e-05
7,1e-05,1e-05
8,1e-05,1e-05
9,1e-05,1e-05
10,1e-05,1e-05
11,1e-05,1e-05
12,0.00043946196,5.1140974e-19
13,0.00043316896,4.9460934e-19
14,0.00044301653,4.808669e-19
15,0.00050670037,5.5659805e-19
16,0.000547712,6.0762134e-19
17,0.00054388214,6.11948e-19
18,0.0005538645,6.3713494e-19
19,0.0006094902,6.8946295e-19
20,0.00068585144,7.7630854e-19
21,0.00075165293,8.871328e-19
22,0.0007890306,1.0006093e-18
23,0.0008170417,1.165682e-18
24,0.00095884345,1.6305212e-18
25,0.0013448303,3.2475895e-18
26,0.0016855282,5.7480293e-18
27,0.0016400019,6.0009687e-18
28,0.0014447385,4.6439032e-18
29,0.0013289225,3.4603548e-18
30,0.0014745032,3.527417e-18
31,0.0021741672,6.837437e-18
32,0.002702113,1.19332136e-17
33,0.0023348015,1.2438222e-17
34,0.0021658868,1.35492565e-17
35,0.002101972,1.3921127e-17
36,0.0018366991,1.28097165e-17
37,0.0014754633,1.3199254e-17
38,0.0011281214,9.567136e-18
39,0.0009205276,5.467611e-18
40,0.000749815,2.4510081e-18
41,0.00059169653,9.801176e-19
42,0.00048221686,4.7930975e-19
43,0.00042568022,3.9530987e-19
44,0.00043374312,4.3457696e-19
45,0.0005658675,6.2449913e-19
46,0.00081772514,9.70018e-19
47,0.0013484766,1.5870536e-18
48,0.0024236275,2.2097156e-18
49,0.0050524157,8.009058e-18
50,0.010895856,2.0451847e-16
51,0.026047321,1.7504646e-14
52,0.051782925,6.521045e-13
53,0.05905292,4.570239e-13
54,0.042508762,8.9550586e-14
55,0.020505456,7.307897e-15
56,0.0076318164,2.3634568e-15
57,0.004039063,5.198075e-16
58,0.0027317123,1.6479843e-16
59,0.0022320696,5.4001977e-17
60,0.002247339,8.333219e-18
